numeric_id,title,old_product_type,new_product_type,old_seo_description,new_seo_description,new_desc_chars,old_image_alt,new_image_alt,image_alt_changed,weak_source,status
8406498541868,"24pc Deluxe 50 Inch Aluminum Folding Sluice Box Gold Panning Kit with 30L Backpack","Gold Panning","Gold Panning","Backpack Sluice Box Gold Prospecting Kit","Complete 24-piece gold panning kit with a rust-free 50-inch folding aluminum sluice box, gold pans, vials, and tools in a 30L canvas backpack.",142,"deluxe expert gold panning kit with 50in sluice box","24-piece deluxe gold panning kit with a 50-inch folding aluminum sluice box, gold pans, and a 30L canvas backpack.",1,0,ok
8461244170540,"20oz Rock Pick Mining Hammer, 11-inch Pointed Tip Gold Prospectors Tool","Gold Panning","Gold Panning","20oz rock pick hammer 20oz geology mining tool rock hounding fossil digging gold prospecting masonry brick hammer construction contractor german nail stump game octoberfest hammerschlagen","Forged single-piece steel rock pick hammer with a 20oz head, 11.5-inch length, and anti-shock grip. Pointed pick and square face for prospecting.",145,"A silver-colored dual sided geology rock pick hammer with a pointed tip and rubberized grip handle, isolated on a white background.","20oz rock pick mining hammer with an 11.5-inch pointed tip and rubberized anti-shock grip for gold prospecting.",1,0,ok
8461244367148,"Multi Riffle Plastic Sluice Box Gold Prospecting Equipment, Green","Gold Panning","Gold Panning","Portable Backpack Gold Panning Sluice Box","Lightweight 30-inch ABS plastic gold sluice box with four molded riffle designs and a 10-inch channel. Rust-proof, portable, high-yield recovery.",145,"A 32-inch four riffle plastic sluice box for gold prospecting, colored in green with a black shoulder strap.","Green plastic multi-riffle gold sluice box with a flared mouth for gold prospecting.",1,0,ok
8461244793132,"7pc Beginner Sluice Box Gold Panning Kit with Gold Prospecting Equipment (Aluminum or Plastic)","Gold Panning","Gold Panning","ASR Outdoor Sluice Box Gold Prospecting Kit Pan Vial Snifter Trowel Tweezer 7pc","Beginner gold panning kit with a riffle sluice box, 10-inch gold pan, snuffer bottle, vial, trowel, loupe, and tweezers. Choose aluminum or plastic.",148,"7 piece gold panning sluice box kit with 50 inch sluice box","7-piece beginner gold panning sluice box kit with a gold pan, snuffer bottle, vials, and prospecting tools.",1,0,ok
8491279384876,"ASR Outdoor X Pan for Gold with Bobby Bo 3oz Beginner Paydirt Gold Panning Kit, 6pc","Gold Panning","Gold Panning",,"Beginner 6-piece gold panning kit with 3oz of Bobby Bo paydirt, a 10-inch dual riffle pan, snuffer bottle, and glass vials. Practice prospecting at home.",153,"beginner paydirt for gold panning kit with glass vials, snuffer bottle","6-piece beginner gold panning kit with a dual riffle pan, snuffer bottle, vials, and 3oz of Bobby Bo paydirt.",1,0,ok
8491328143660,"24pc Gold Panning Kit with 5 Gallon Bucket and 10lb Pan for Gold with Bobby Bo Paydirt (2 Colors)","Gold Panning","Gold Panning",,"24-piece gold panning kit with 10lb Bobby Bo paydirt, a 5-gallon bucket, three dual-riffle gold pans, classifier screens, and full recovery tools.",146,"24pc gold panning kit with 5 gallon bucket and 10lbs of gold paydirt from bobbybo","24-piece gold panning kit with a 5-gallon bucket, gold pans, classifier screens, and 10lb of Bobby Bo paydirt.",1,0,ok
8491384897836,"7pc Kids Starter Gold Panning Kit Beginner Prospecting Equipment with Paydirt (3 Colors)","Gold Panning","Gold Panning",,"7-piece kids and beginners gold panning kit with a dual riffle pan, classifier, vial, snifter, magnifier, and 3oz of Pacific Northwest Bobby Bo paydirt.",152,"beginner gold paydirt kit for kids beginners 7 piece","7-piece kids gold panning starter kit with a dual riffle pan, classifier, magnifier, and Bobby Bo paydirt.",1,0,ok
8491401380140,"ASR Outdoor Gold Panning Paydirt 1LB Advanced Bag Gold Prospecting Concentrate Flakes (Green or Black)","Gold Panning","Gold Panning",,"Advance your gold panning at home with this 1lb bag of unclassified Bobby Bo paydirt: a mix of small and large gold plus black sand for tougher practice.",153,"gold panning paydrt 1lb for advanced gold panners more heavy material to make finding gold more challenging","1lb bag of unclassified Bobby Bo advanced gold panning paydirt concentrate.",1,0,ok
8493498204460,"ASR Outdoor 6pc Gold Panning Kit with 1lbs Bobby Bo Intermediate Unclassified Paydirt Bag (Green or Black)","Gold Panning","Gold Panning",,"Intermediate 6-piece gold panning kit with 1lb of unclassified Bobby Bo paydirt and a finishing pan. Build your panning skills at home in green or black.",153,"7pc gold panning with 1lb of practice gold paydirt meant for beginners","6-piece gold panning kit with a 1lb bag of unclassified Bobby Bo intermediate paydirt and a finishing pan.",1,0,ok
8493515178284,"ASR Outdoor Beginner Gold Panning Kit with 1LB Guaranteed Gold Paydirt (3 Colors), 6pc","Gold Panning","Gold Panning",,"Beginner 6-piece gold panning kit with 1lb of pre-classified Bobby Bo paydirt. Coarse, easy-to-spot gold helps new prospectors learn to pan at home.",148,"guaranteed gold paydirt kit with tools","6-piece beginner gold panning kit with a 1lb bag of pre-classified Bobby Bo gold paydirt.",1,0,ok
8493529727276,"Dual Riffle Gold Pans Gold Prospecting Equipment (3 Colors and Sizes)","Gold Panning","Gold Panning",,"Dual-riffle gold pan with deep and shallow walls for fast recovery of fine and coarse gold. Lightweight, rust-free ABS in 8, 10, 12, and 14-inch sizes.",151,"dual riffle gold pans prospecting tool with 3 colors","Dual riffle gold pan with deep and shallow riffle walls for gold prospecting, in multiple sizes.",1,0,ok
8493540180268,"17pc Complete Backpack Sluice Box Gold Panning Kit with 10lb Bobby Bo Intermediate Gold Paydirt (3 Colors)","Gold Panning","Gold Panning",,"Complete 17-piece prospecting kit with a 50-inch folding aluminum sluice box, full recovery tools, and 10lb of Bobby Bo intermediate paydirt in a backpack.",155,"10lbs of gold paydirt in a gold panning kit that includes all of the tools needed to pan for gold","17-piece backpack gold panning kit with a 50-inch folding aluminum sluice box and 10lb of Bobby Bo paydirt.",1,0,ok
8493678985516,"15pc Travel Backpack Gold Panning Kit with Mini Sluice Box and 3lb Gold Bobby Bo Paydirt (2 Styles)","Gold Panning","Gold Panning",,"Portable 15-piece gold panning kit with a mini rubber sluice box, recovery tools, and 3lb of Bobby Bo paydirt. Practice sluicing at home or in the field.",153,"15pc complete gold panning kit with backpack and mini sluice box and 3lbs of gold paydirt gauranteed gold","15-piece travel gold panning kit with a mini rubber sluice box, tools, and 3lb of Bobby Bo paydirt.",1,0,ok
8495190245676,"5pc Beginners Gold Panning Kit with Pan, Glass Vials, Snifter Bottle, Magnifying Tweezers","Gold Panning","Gold Panning",,"Beginner 5-piece gold panning kit with a 10-inch dual riffle pan, snuffer bottle, two glass vials, and magnifying tweezers. Ready for your local river.",151,"5pc beginner kit with gold pan, glass vials, snifter bottle, and magnifying tweezers","5-piece beginner gold panning kit with a dual riffle pan, snuffer bottle, glass vials, and magnifying tweezers.",1,0,ok
8495198667052,"14pc Backpack Gold Panning Kit with Mini Sluice Boxes (2 Styles)","Gold Panning","Gold Panning",,"Field-ready 14-piece gold panning kit with a 12-inch mini sluice box, dual riffle pans, scoop, vials, and tweezers. Aluminum or rubber sluice, no assembly.",155,"gold panning kit with mini sluice box and backpack","14-piece backpack gold panning kit with a 12-inch mini sluice box, dual riffle pans, and recovery tools.",1,0,ok
8495203287340,"50 Inch Aluminum Folding Gold Sluice Box Prospecting Equipment","Gold Panning","Gold Panning",,"50-inch folding aluminum gold sluice box with zinc-plated steel riffles and pre-installed miner's moss. Folds compact to backpack into remote prospecting sites.",160,"collapsible folding 50 inch sluice box gold prospecting lightweight equipment","50-inch folding aluminum gold sluice box with steel riffles and pre-installed miners moss.",1,0,ok
8502255157548,"Stackable 5 Gallon Bucket Classifier Screens Sifting Sieves (Many Sizes)","Gold Panning","Gold Panning",,"Stackable 5-gallon bucket classifier screens with 304 stainless mesh from 1/2 to 1/30-inch. Sift and sort paydirt for higher-yield gold recovery.",145,"5 piece gold rock classifiers for sifting material","Stackable 5-gallon bucket classifier screens with stainless steel mesh for sifting gold paydirt.",1,0,ok
8502335045932,"Large Gold Panning Prospector's Sand Scoop Hand Trowel (4 Colors)","Gold Panning","Gold Panning",,"Heavy-duty plastic sand scoop for gold panning and metal detecting. Non-metallic so it won't rust or trigger false signals, in bright, long-lasting colors.",155,"prospecting sand scooper made of heavy duty plastic and compatible with gravel, sand, and dirt","Large plastic gold panning sand scoop hand trowel with an etched depth gauge.",1,0,ok
8502378823980,"Small Stackable 6 Inch Classifier Screen Sifting Sieves, Assorted Stainless Steel Mesh Sizes","Gold Panning","Gold Panning",,"Stackable 6-inch classifier screens with 304 stainless mesh from 4 to 40 holes per inch. Lightweight at 0.24lb each, ideal for packing and panning light.",153,"mini classifier set for gold prospecting or sifting material dirt sand gold","Stackable 6-inch classifier sifting screens with assorted stainless steel mesh sizes for gold panning.",1,0,ok
8502395011372,"Mini Portable Aluminum Sluice Box with Rubber Matting Gold Prospecting Equipment, 12 Inch","Gold Panning","Gold Panning",,"Compact 12-inch aluminum mini sluice box with V-shape rubber matting and wing-nut setup. No tools or assembly, packs into a backpack for field prospecting.",155,"12inch mini sluice box with rubber matting gold prospecting gear","12-inch portable aluminum mini sluice box with V-shape rubber matting for gold prospecting.",1,0,ok
8502409855276,"Mini Portable 3 Riffle Rubber Sluice Box Gold Prospecting Equipment, 12 Inch","Gold Panning","Gold Panning",,"Pocket-sized 12-inch rubber sluice box with three riffle patterns (Hungarian, V-shape, square) to trap fine gold from tailings and concentrate. Packs anywhere.",159,"small pocket sluice box for gold panning","12-inch portable rubber pocket sluice box with three riffle patterns for fine gold recovery.",1,0,ok
8502466216236,"8.5 inch Large Plastic Sand Scoop for Metal Detector Treasure Hunting (3 Colors)","Gold Panning","Gold Panning",,"Heavy-duty plastic sand scoop for metal detecting, with 78 half-inch holes to sift sand and rocks fast. Ideal for beach and riverbed treasure hunting.",150,"large plastic sand scoop scooper for metal detecting treasure hunting","8.5-inch large plastic sand scoop with sifting holes for metal detecting and beach treasure hunting.",1,0,ok
8502535192876,"16pc Beginner Geology Rock Hounding Kit with Mining Tools and Tool Bag","Rock Hounding","Rock Hounding",,"Beginner rock hounding kit with a 20oz geology hammer, mining tools, and a carry bag for gem and fossil hunting. Everything to break, sort, and examine finds.",158,"Chisel set with rock hounding backpack","Beginner geology rock hounding kit with a 20oz rock pick hammer, mining tools, and a carry bag.",1,0,ok
8502573924652,"3oz Plastic Heavy Duty Gold Snifter Bottle with Squeeze Nozzle (Multi-Packs)","Gold Panning","Gold Panning",,"Heavy-duty 3oz gold snifter bottle that suctions fine gold and nuggets from your pan into a glass vial. Squeeze-nozzle design, in 1 to 10-packs.",144,"snifter bottle snuffer bottle multiple in a pack geology science equipment","3oz heavy-duty plastic gold snifter bottle with a squeeze nozzle for fine gold recovery.",1,0,ok
8502621208876,"Large Rubber Riffled Sluice Box Matting for Gold Recovery, 27 x 10 inch","Gold Panning","Gold Panning",,"Flexible 27 x 10-inch TPR rubber sluice box matting with three riffle patterns for gold recovery. Rolls up to rinse concentrate and wont stiffen in cold.",153,"Rubber Sluice Mat V grooved mat gold panning","27 x 10-inch rubber riffled sluice box matting with three riffle patterns for gold recovery.",1,0,ok
8502631498028,"20pc Mini Pocket Sluice Box with 3.5 Gallon Bucket Gold Panning Kit (2 Styles)","Gold Panning","Gold Panning",,"Complete 20-piece gold panning kit with a 12-inch rubber sluice box, 3.5-gallon bucket, and classifier screens for start-to-finish processing.",142,"20pc mini sluice box kit with 5 gallon bucket to catch gold","20-piece gold panning kit with a 12-inch rubber pocket sluice box and a 3.5-gallon bucket.",1,0,ok
8502674391340,"13pc Portable Gold Panning Kit with Collapsible Bucket, Mini Aluminum Sluice Box and 30L Backpack (4 Colors)","Gold Panning","Gold Panning",,"Portable 13-piece gold panning kit with a mini aluminum sluice box, collapsible bucket, gold pans, and tools in a 30L backpack. Everything to pan in the field.",159,,"13-piece portable gold panning kit with a mini aluminum sluice box, collapsible bucket, and 30L backpack.",1,0,ok
8504355389740,"10pc Beginner Gold Panning Kit Gold Prospecting Equipment (3 Colors)","Gold Panning","Gold Panning",,"Beginner 10-piece gold panning kit with tools to identify, clean, and collect gold flakes, nuggets, and flour in the field. A complete starter set.",147,"10pc gold panning starter set kit gold prospecting tools for beginners","10-piece beginner gold panning kit with gold pans and prospecting recovery tools.",1,0,ok
8504457167148,"4x Magnification Steel Magnifying Tweezers Gold Prospecting Equipment, 1 Pair","Gold Panning","Gold Panning",,"Stainless steel magnifying tweezers with a 4x optical glass lens and fine needle points for inspecting gold, gems, and minerals. Folds compact for travel.",154,"A pair of silver-colored stainless steel magnifying tweezers with a 1 inch diameter optical quality glass lens.","Stainless steel magnifying tweezers with a 4x glass lens for inspecting gold, gems, and minerals.",1,0,ok
8517567316268,"10 Inch Traditional Single Riffle Standard Gold Pan (3 Colors)","Gold Panning","Gold Panning",,"Traditional 10-inch single-riffle gold pan in high-contrast colors for spotting fine gold. Lightweight, rust-free ABS that floats. A classic panning design.",156,"three gold pan color variations: green, purple and black","10-inch traditional single-riffle gold pan in high-contrast colors for gold panning.",1,0,ok
8517589303596,"14 Inch Traditional Large Single Ridge Riffle Finishing Gold Pan with Water Guide (2 Colors)","Gold Panning","Gold Panning",,"Large 14-inch single-riffle finishing gold pan with a water guide for working bigger deposits. High-contrast green or black to spot fine gold, in rust-free ABS.",160,"prospectors pan 14 inch riffled gold pan with water guide","14-inch single-ridge-riffle finishing gold pan with a water guide for gold recovery.",1,0,ok
8517722669356,"3mL Gold Panning Precision Plastic Dropper Pipettes 5.5 Inch (Multiple Pack Sizes)","Gold Panning","Gold Panning",,"Precision 5.5-inch 3mL plastic dropper pipettes for drawing and dispensing fine gold and liquids while panning. Non-toxic with graduation markers.",146,"Three clear, 3mL precision plastic dropper pipettes, approximately 5.5 inches in length, with visible graduation markers.","3mL plastic dropper pipettes, 5.5 inches long, for precision gold panning.",1,0,ok
8517884444972,"50 Inch Aluminum Folding Sluice Box Backpack Kit Gold Prospecting Equipment (4 Colors)","Gold Panning","Gold Panning",,"50-inch folding aluminum gold sluice box paired with a 30L canvas backpack. Locks rigid in the stream and folds compact to pack into remote prospecting sites.",158,"50 inch folding sluice box with outdoor backpack","50-inch folding aluminum gold sluice box with a 30L canvas backpack for gold prospecting.",1,0,ok
8521682682156,"ASR Outdoor Black Drawstring Backpack Gym Bag Hiking Gear, 20 x 16 Inches","Gold Panning","Gold Panning",,"Lightweight 20 x 16-inch drawstring backpack for hiking, camping, gym, and travel. Spacious top-loading cinch bag that carries gear without weighing you down.",158,"simple black drawstring bag","Black drawstring cinch backpack, 20 x 16 inches, for hiking, gym, and travel.",1,0,ok
8521704636716,"30L Heavy Stitch Gold Panning Backpack Camping Gear Canvas Rucksack (4 Colors)","Gold Panning","Gold Panning",,"Durable 30L canvas rucksack built for gold panning, camping, and hiking gear. Heavy-stitched, large-capacity backpack made to handle rough field use.",149,,"30L heavy-stitched canvas gold panning backpack rucksack for camping and hiking gear.",1,0,ok
8521725116716,"7pc Classic Field Beginner Gold Panning Kit with Dual Riffle Gold Pans (2 Colors)","Gold Panning","Gold Panning",,"Classic 7-piece gold panning kit with two dual-riffle pans, magnifying tweezers, and three glass vials. A field-ready starter set for beginners and pros.",153,"The image shows two green dual riffle gold pans and a pair of magnifying tweezers, which are part of the ASR Outdoor classic field gold panning kit.","7-piece classic beginner gold panning kit with two dual riffle pans, tweezers, and glass vials.",1,0,ok
8521740910892,"4pc Dual Riffle Gold Pan Set Gold Prospecting Equipment (2 Colors)","Gold Panning","Gold Panning",,"Four-piece dual-riffle gold pan set with micro and deep riffle zones for efficient recovery. Great for family riverbed panning or advanced prospecting trips.",157,"set of 4 gold pans dual riffle gold pans heavy duty plastic bundle","4-piece dual riffle gold pan set with micro and deep riffle zones for gold recovery.",1,0,ok
8521749922092,"14pc Beginner Finishing Gold Prospecting Equipment Gold Panning Kit, Black","Gold Panning","Gold Panning",,"Beginner 14-piece gold panning kit with a 10-inch black single-riffle pan, twelve glass vials, and magnifying tweezers for locating and storing your finds.",155,"14pc finishing gold pan prospecting equipment used to find real gold","14-piece beginner finishing gold panning kit with a black single-riffle gold pan, vials, and tweezers.",1,0,ok
8521757655340,"11pc Complete Gold Panning Kit with Classifier Screens, Gold Pans and Prospecting Tools, Green","Gold Panning","Gold Panning",,"11-piece gold panning kit with two classifier screens, three dual-riffle pans, a magnetic separator, scoop, snifter, and tweezers. Sift, recover, and store.",156,"gold prospecting kit with gold pan set of 3 easy way to get gold","11-piece gold panning kit with classifier screens, dual riffle pans, a magnetic separator, and tools.",1,0,ok
8521778561324,"Magnetic Pick Up Tool - Gold Prospecting Black Sand Separator Magnet with Quick Release Handle (2 Sizes)","Gold Panning","Gold Panning",,"Magnetic pick-up tool that separates black sand and iron from your concentrate, with 8lb or 16lb pull and a quick-release handle. Speeds up gold cleanup.",153,"portable gold panning compact magnetic pickup tool magnet","Magnetic black sand separator pick-up tool with a quick-release handle for gold prospecting cleanup.",1,0,ok
8521788588332,"2 Inch Natural Testing Stone Prospecting Tools, Black","Gold Panning","Gold Panning",,"Natural 2-inch testing stone for gold panning and jewelry making. Check whether metal is precious and test karat content (use with solution and needles).",153,"A black, rectangular testing stone used for prospecting and determining the precious metal content of a metal.","2-inch natural black testing stone for checking precious metals while gold panning.",1,0,ok
8521825714476,"19pc Ultimate Gold Panning Kit with Classifier Screens, Gold Pans, Rock Pick","Gold Panning","Gold Panning",,"Complete 19-piece gold panning kit with classifier screens, gold pans, a rock pick, and storage vials. Sort, classify, and store finds at any skill level.",154,,"19-piece gold panning kit with classifier screens, gold pans, a rock pick, and storage vials.",1,0,ok
8521842229548,"Miners Moss Sluice Box Matting for Gold Prospecting (Multiple Sizes and Colors)","Gold Panning","Gold Panning",,"Woven vinyl miners moss sluice box matting with thousands of gold traps for high recovery. Cut to fit any sluice box, in 12 x 36 and 24 x 36-inch sizes.",152,"Rolls of Miners Moss Sluice Box Matting in green, gray, and blue colors, typically used for gold prospecting.","Woven vinyl miners moss sluice box matting for trapping gold, in multiple sizes.",1,0,ok
8521873916204,"Aluminum Sluice Box with Rubber TPR Riffle Matting, Gold Prospecting Equipment, 34 Inch","Gold Panning","Gold Panning",,"Lightweight 34-inch aluminum sluice box with precut TPR rubber matting and three riffle traps. Easy to deploy in the field for high-yield gold recovery.",152,"34 inch alumninum sluice box with rubber matting tpr riffle mat gold prospecing panning equipment","34-inch aluminum gold sluice box with precut TPR rubber riffle matting for gold recovery.",1,0,ok
8521901801772,"2 in 1 Metal Detector Sand Scoop with Built-in Steel Probe, Black","Gold Panning","Gold Panning",,"Two-in-one plastic sand scoop with a built-in steel probe for metal detecting and gold panning. Dig, sift, and pinpoint targets in sand and riverbed gravel.",156,"A black plastic gold panning shovel with a built-in steel probe handle and a detachable metal part.","Black 2-in-1 plastic sand scoop with a built-in steel probe for metal detecting and gold panning.",1,0,ok
8521944531244,"22pc Complete Finishing Gold Panning Kit with Rock Pick Hammer, Green","Gold Panning","Gold Panning",,"Complete 22-piece finishing gold panning kit with a rock pick hammer, classifier screen, gold pan, snuffer bottles, vials, and tweezers. Recover, clean, store.",159,"24pc full gold panning kit includes dual riffle pans magnet snifter bottles deep stack classifier and rock hammer pick","22-piece finishing gold panning kit with a rock pick hammer, gold pan, and recovery tools, in green.",1,0,ok
8521946104108,"27 Inch Compact Aluminum Sluice Box with Flared Mouth Gold Prospecting Equipment","Gold Panning","Gold Panning",,"Compact 27-inch aluminum sluice box with a flared mouth and four gold-trapping layers, including miners moss and steel riffles. Ready to run out of the box.",156,"A 27 inch compact aluminum sluice box with flared mouth, featuring layers of gold trapping material and a blue shoulder strap.","27-inch compact aluminum gold sluice box with a flared mouth and layered gold-trapping material.",1,0,ok
8521959866668,"Green Gold Rush Lightweight Hand Scoop Trowel Gold Prospecting Equipment","Gold Panning","Gold Panning",,"Lightweight green gold panning scoop with a 2-cup capacity, etched depth gauge, and ridged handle. An essential digging and scooping tool for prospecting.",154,"hand trowel heavy duty gold panning hand scoop","Green lightweight gold panning hand scoop trowel with an etched depth gauge.",1,0,ok
8521967042860,"5lbs Magnetic Black Sand Steel Pocket Separator Pen Pick Up Tool","Gold Panning","Gold Panning",,"Pocket magnetic separator pen with 5lb pull to lift black sand and iron from your concentrate. Stainless steel and water-resistant for fast gold cleanup.",153,"black sand 5lb magnet used for gold prospecting magnet pen","5lb magnetic black sand pocket separator pen for separating gold from concentrate.",1,0,ok
8521979887916,"Heavy Duty Collapsable Magnetic Prospectors Pick Axe Gold Prospecting Equipment, Silver","Gold Panning","Gold Panning",,"Collapsible 18.75-inch magnetic prospectors pick axe with two 15lb magnets to lift iron as you dig. Folds to a 10-inch length with a nylon carry case.",150,"A silver collapsible magnetic prospectors pick axe with a knurled aluminum handle, stainless steel head, and black grip sleeve, displayed in its entirety with a focus on the head.","Collapsible magnetic prospectors pick axe in silver with a nylon carry case for gold prospecting.",1,0,ok
8521988899116,"12.5 Inch Riffled Edge Prospector's Sand Scoop Gold Prospecting Equipment, Green","Gold Panning","Gold Panning",,"Green 12.5-inch sand scoop with a beveled edge and eight built-in riffles that catch gold as you dig. A lightweight alternative to hauling a full sluice box.",157,"gold rush proscpecting sand scoop with riffled edge","Green 12.5-inch prospectors sand scoop with built-in riffles for catching gold while digging.",1,0,ok
8522010329388,"21pc Folding 50 Inch Aluminum Sluice Box Gold Panning Kit with Gold Recovery Prospecting Tools","Gold Panning","Gold Panning",,"21-piece gold panning kit with a 50-inch folding aluminum sluice box, classifier screen, and recovery tools. Rust-free and ready to process material.",149,,"21-piece gold panning kit with a 50-inch folding aluminum sluice box and recovery tools.",1,0,ok
8522103718188,"21pc Testing and Finishing Gold Panning Kit with Tool Box","Gold Panning","Gold Panning",,"21-piece testing and finishing gold panning kit in a tool box, with a dual riffle pan, testing stone, mini crucible, snuffer bottles, vials, and tweezers.",154,"gold recovery collecting kit test gold quality melting crucible","21-piece testing and finishing gold panning kit with a dual riffle pan and tools in a tool box.",1,0,ok
8522154967340,"10L Collapsible Silicone Bucket Gold Prospecting Equipment","Gold Panning","Gold Panning",,"Collapsible 10L silicone bucket for gold prospecting that pairs with classifier screens to sift material. Folds flat to pack and has a sturdy carry handle.",155,"10 liter collapsible bucket gold prospecting kit with classifiers","10L collapsible silicone bucket for sifting and classifying gold prospecting material.",1,0,ok
8522216636716,"3.5 or 5 Gallon White Heavy Duty Bucket with Handle Gold Prospecting Equipment","Gold Panning","Gold Panning",,"Heavy-duty white HDPE prospecting bucket in 3.5 or 5 gallon sizes. Pairs with classifier screens for collecting and sorting raw material out in the field.",154,"5 gallon bucket white","White heavy-duty 3.5 or 5-gallon bucket with handle for gold prospecting material.",1,0,ok
8525101793580,"4oz Gold Snifter Bottle Squeeze Snuffer for Fine Gold Recovery and Gold Panning (Assorted Pack Sizes)","Gold Panning","Gold Panning",,"4oz gold snifter bottle that suctions fine gold flakes, dust, and nuggets from your pan. Squeeze and release for precise recovery, in 1 to 10-packs.",148,"A white plastic snifter snuffer bottle with a squeeze nozzle, featuring the ASR Outdoor logo.","4oz gold snifter squeeze bottle for fine gold recovery while gold panning.",1,0,ok
8525173948716,"16pc Traditional Sluice Box Finishing Gold Panning Kit with Classifier Screens, Green","Gold Panning","Gold Panning",,"16-piece finishing gold panning kit with a lightweight plastic sluice box, classifier screens, and recovery tools. Shoulder strap carries it to river or beach.",159,"16pc gold panning kit find gold pans sluice box classifiers","16-piece finishing gold panning kit with a plastic sluice box and classifier screens, in green.",1,0,ok
8571037516076,"40pc Deluxe Geology Rock Hounding Kit with Mining Tools and Musette Tool Bag","Rock Hounding","Rock Hounding",,"Deluxe rock hounding kit with a 20oz forged geology hammer, mining tools, and a musette bag for gem and fossil hunting. Break, sort, clean, and examine finds.",158,"A comprehensive set of rock hounding tools including a hammer, gloves, magnifying loupe, goggles, brushes, classifier sieve, snifter bottle, plastic baggies, tweezers, chisel, aluminum containers, and a yellow and green nylon tote bag.","Deluxe geology rock hounding kit with a 20oz rock pick hammer, mining tools, and a musette bag.",1,0,ok
8571177402668,"3 in 1 Black Trifold Steel Multipurpose Serrated Shovel Pick and Saw with Storage Case, 22 Inch","Gold Panning","Gold Panning",,"Trifold steel 3-in-1 shovel, pick, and saw with serrated edges and an oversized grip. Folds to a 9.5-inch length with a canvas pouch for the field.",147,"black trifold steel serrated shovel pick axe","22-inch black trifold steel 3-in-1 shovel, pick, and saw with a storage case.",1,0,ok
8571261387052,"HRC Steel Shovel with Knurled Wooden Handle Gold Prospecting Equipment, 28.25 Inch","Gold Panning","Gold Panning",,"Heavy-duty 28-inch steel shovel with a 45 HRC round head and knurled wooden handle for gold prospecting and metal detecting. Built to dig sand, dirt, and rock.",159,"A black steel shovel with a knurled wooden handle, suitable for gold prospecting and gardening.","28-inch steel shovel with a knurled wooden handle for gold prospecting and metal detecting.",1,0,ok
8571326300460,"Magnifying Tweezer and Glass Collection Vials Set Gold Panning Accessories, 5pc","Gold Panning","Gold Panning",,"5-piece set of stainless steel magnifying tweezers with a 4x lens and glass collection vials for inspecting and storing gold, gems, and minerals while panning.",159,"A set of gold panning accessories including a pair of magnifying tweezers and four glass collection vials with screw tops.","5-piece set of magnifying tweezers and glass collection vials for gold panning.",1,0,ok
