numeric_id,title,old_product_type,new_product_type,old_seo_description,new_seo_description,new_desc_chars,old_image_alt,new_image_alt,image_alt_changed,weak_source,status
8571407565100,"3 in 1 Black Mini Folding Serrated Edge Shovel Pick and Saw Gold Prospecting Equipment, 16 Inches","Gold Panning","Gold Panning",,"Mini 3-in-1 folding shovel with a pick and serrated saw edge. Folds to a 6-inch length with a carry case, packing easily with gold panning gear.",144,"A black mini folding shovel with serrated edge and pick, extended and folded, with a rubber handle.","16-inch black mini folding 3-in-1 shovel, pick, and saw for gold prospecting and rock hounding.",1,0,ok
8644958716204,"19pc Complete Fine Gold Recovery Kit Gold Prospecting Equipment with Mini Funnel","Gold Panning","Gold Panning",,"Complete 19-piece fine gold recovery kit with pipettes, snuffer bottles, tweezers, vials, a pocket scale, and a mini funnel in a drawstring backpack.",149,"gold panning recovery kit with snifter bottles magnets glass vials gold scale","19-piece fine gold recovery kit with pipettes, snuffer bottles, tweezers, and a mini funnel.",1,0,ok
8791674552620,"14pc Portable Gold Panning Kit with Stackable Plastic Sifting Screens, Drawstring Backpack and Gold Prospecting Equipment (3 Sizes)","Gold Panning","Gold Panning",,"Portable 14-piece gold panning kit with stackable 1/2, 1/4, or 1/8-inch sifting screens, three dual-riffle pans, vials, and snuffer bottles in a backpack.",154,"ASR Outdoor 14pc gold panning kit black drawstring bag, and bottles on a white background.","14-piece portable gold panning kit with stackable sifting screens and a drawstring backpack.",1,0,ok
8791693558060,"Heavy Duty Stackable Plastic Sifting Screens Gold Prospecting Equipment Rock Hounding (3 Sizes)","Gold Panning","Gold Panning",,"Heavy-duty stackable plastic sifting screens, 6-inch deep, in 1/2, 1/4, and 1/8-inch mesh. Stack on a 5-gallon bucket to classify gold paydirt.",143,"deep stack classifiers heavy duty plastic for sifting dirt and rock","Heavy-duty stackable plastic sifting screens with a built-in handle for gold panning and rock hounding.",1,0,ok
8875920785708,"ASR Outdoor and Pan for Gold with Bobby Bo Guaranteed Gold Paydirt Bags (3oz, 1LB, 3LB, 10LB)","Gold Panning","Gold Panning",,"ASR Outdoor x Bobby Bo gold paydirt bags from 3oz to 10lb, classified or unclassified, for every skill level. Practice and sharpen your gold panning at home.",157,"A sealed black paydirt bag with a gold label featuring text and an illustration of a person pan fishing for gold.","Bobby Bo guaranteed gold panning paydirt bags in 3oz, 1lb, 3lb, and 10lb sizes.",1,0,ok
8919461888300,"21pc Geology Rock Hounding Kit with Mining Tools and Deluxe Carry Bag","Rock Hounding","Rock Hounding",,"Complete 21-piece rock hounding kit with mining tools and a deluxe carry bag for gem, fossil, and mineral hunting. Break, sort, clean, and examine your finds.",158,"21 piece rock hounding kit with tool bag basic tools for geology kit","21-piece geology rock hounding kit with mining tools and a deluxe carry bag.",1,0,ok
8919490330924,"13 Pocket Musette Shoulder Tool Bag for Rock Hounding or Metal Detecting","Rock Hounding","Rock Hounding",,"Durable 13-pocket musette shoulder bag for rock hounding and metal detecting gear. Double-stitched rip-stop nylon built to last seasons of beach and field use.",159,"large shoulder bag for outdoor use rock hounding bag with 13 pockets store cool rocks","13-pocket musette shoulder tool bag in nylon for rock hounding and metal detecting gear.",1,0,ok
8992586793260,"Stackable 1/4"" Classifier Sifting Screen Gold Prospecting Equipment","Gold Panning","Gold Panning",,"Rust-free 1/4-inch classifier screen that sits on a 3 or 5-gallon bucket to sift paydirt before panning. Heavy-duty polypropylene built for many seasons.",153,"1/2inch gold prospecting classifier heavy duty plastic","Stackable 1/4-inch classifier sifting screen for sorting gold paydirt on a bucket.",1,0,ok
9025218904364,"19pc Metal Detector Accessories Kit with Musette Style Field Tool Bag","Metal Detecting","Metal Detecting",,"19-piece metal detecting kit with a musette tool bag, digging tools, sand scoops, gloves, and a depth marker trowel. Everything for a day of detecting.",151,"Metal detecting tool kit with backpack or yellow satchel","19-piece metal detecting accessories kit with a musette field tool bag and digging tools.",1,0,ok
9082933772588,"13 Inch Serrated Edge Digger, Versatile Hand Trowel for Breaking up Hard Ground","Gold Panning","Gold Panning",,"Heavy-duty 13-inch serrated digger trowel in heat-treated carbon steel. Cuts through hard soil and roots for metal detecting, treasure hunting, and gardening.",158,"A 13 inch serrated edge digger with a black nylon sheath and a bright orange ergonomic handle.","13-inch serrated-edge digger hand trowel for breaking up hard ground while treasure hunting.",1,0,ok
9082999210284,"11 Inch Pin Pointer Metal Detecting Hand Trowel Shovel with Depth Markers (2 Colors)","Metal Detecting","Metal Detecting",,"Non-metal 11-inch metal detecting trowel in tough ABS plastic with depth markers. Lets you use a pinpointer on the dug soil without triggering false signals.",157,"A black metal detecting hand trowel with a rubber thumb grip and depth markers embossed on the face.","11-inch pin-pointer metal detecting hand trowel with depth markers.",1,0,ok
9147226489132,"ASR Outdoor 10L Collapsible Bucket and Stand Gold Prospecting Equipment, 6pc","Gold Panning","Gold Panning",,"6-piece collapsible 10L bucket and stand set for gold prospecting. Pairs with sifting screens to classify raw material into paydirt. Folds flat to pack.",152,"collapsible rubber bucket for outdoor collection of fish, water, or gold panning","6-piece 10L collapsible bucket and stand set for classifying gold prospecting material.",1,0,ok
9147232583980,"Classifier Screen with 10L Collapsible Silicone Bucket Gold Prospecting Equipment","Gold Panning","Gold Panning",,"Collapsible 10L silicone bucket with a classifier screen in 1/2, 1/4, 1/8, or 1/20-inch mesh for gold prospecting. Sift raw material, then fold flat to pack.",157,"bucket sifting pan fits classifiers for gold prospecting","10L collapsible silicone bucket with a classifier screen for gold prospecting.",1,0,ok
9411548447020,"3pc Heavy Duty Cold Steel Chisel Set Rock Hounding Equipment","Rock Hounding","Rock Hounding",,"Three-piece cold steel chisel set in 9.5, 10, and 12-inch lengths for rock hounding, geology, and fossil digs. Tough chisels to split and shape stone.",150,"Three different sized chisels with beige handles and steel heads, labeled with 'ASR Outdoor'.","3-piece cold steel chisel set for rock hounding, geology, and fossil digging.",1,0,ok
9511343030572,"Lightweight Carbon Steel Camping Hammer with Tent Stakes Puller, 12 Inch",(blank),Survival/Camping,,"12-inch carbon steel camping hammer with an aluminum handle and built-in tent stake puller. Drive and pull stakes fast, cutting strain from tent and tarp setup.",160,"Lightweight Carbon Steel Camping Hammer with Tent Stakes Puller, 12 Inch","12-inch carbon steel camping hammer with an aluminum handle and tent stake puller.",1,0,ok
9511347683628,"10 in 1 Compact Survival Device Camping Hiking Gear Emergency Supplies, Green",Survival/Camping,Survival/Camping,,"10-in-1 compact survival tool with a flint striker, compass, whistle, signal mirror, LED light, thermometer, and magnifier. Pocket-sized for camping and hiking.",160,"10 in 1 Compact Survival Kit Camping Hiking Gear Emergency Supplies, Green","10-in-1 compact survival tool with a compass, whistle, magnifier, and fire striker, in green.",1,0,ok
9511352959276,"4pk Aluminum Screw in Tent Stakes, 9 Inch",Survival/Camping,Survival/Camping,,"Four-pack of 9-inch screw-in tent stakes in aircraft-grade 6061 aluminum. Twisted drill design and sharp tips secure tents fast by hand, with no tools needed.",158,"4pk Aluminum Screw in Tent Stakes, 9 Inch","4-pack of 9-inch aircraft-grade aluminum screw-in tent stakes.",1,0,ok
9511355318572,"2pk Lightweight Zipper Pull Mini Compass Hiking Camping Gear, Black",Survival/Camping,Survival/Camping,,"Two-pack of liquid-filled mini zipper-pull compasses for hiking and camping. Clip them to a pack or jacket to keep your heading without digging for a compass.",158,"mini zipper compasses","2-pack of black liquid-filled zipper-pull mini compasses for hiking and camping.",1,0,ok
9511356694828,"3pc Collapsible Camping Lantern, Assorted Colors",Survival/Camping,Survival/Camping,,"Three-piece collapsible camping lantern set with 100 and 200 lumen COB lighting for 360-degree brightness. Pull-up design for camping, hiking, and backpacking.",159,"3pc Collapsible Camping Lantern, Assorted Colors","3-piece collapsible COB camping lantern set for bright 360-degree light.",1,0,ok
9511359676716,"Hanging Camping Lantern Battery Operated LED",Survival/Camping,Survival/Camping,,"Battery-powered 8-inch LED hanging camping lantern with 450-lumen COB lighting and a dimmer. Stand it on a table or hang it inside your tent.",141,"Hanging Camping Lantern Battery Operated LED","Battery-operated LED hanging camping lantern for tents and tabletops.",1,0,ok
9511362527532,"36 Hour Camping Survival Candle in Portable Box, 3 Wick",Survival/Camping,Survival/Camping,,"36-hour survival candle with three wicks for emergency light while camping or during a blackout. Compact and boxed for any earthquake or power-outage kit.",154,"36 Hour Camping Survival Candle in Portable Box, 3 Wick","36-hour 3-wick camping survival candle in a portable box.",1,0,ok
9511364165932,"Thermal Mat Heat Reflective Camping Sleeping Pad",(blank),Survival/Camping,,"Heat-reflective EVA foam camping sleeping pad that traps body warmth on cold nights. Durable, moisture- and UV-resistant, and ultralight at just 8 ounces.",154,"thermal camping sleeping pad reflective heat mat","Heat-reflective EVA foam camping sleeping pad for cold-weather warmth.",1,0,ok
9511366590764,"Heavy Duty Galvanized Carbon Steel Tent Stakes 11 Inch - Camping Ground Anchors for Tents Tarps Canopies (3 Colors, Assorted Pack Sizes)",Survival/Camping,Survival/Camping,,"Heavy-duty 11-inch galvanized carbon steel tent stakes for tents and tarps, in orange, green, or glow-in-the-dark. Available in 4 to 12-packs.",142,,"Heavy-duty 11-inch galvanized carbon steel tent stakes for tents, tarps, and canopies.",1,0,ok
9511368261932,"6 in 1 Camping Kitchen Multi-Tool with Carrying Case and Bottle Opener",Survival/Camping,Survival/Camping,,"6-in-1 camping utensil tool with a knife, fork, spoon, corkscrew, and bottle opener in a nylon case. Stainless steel and plastic, lightweight for the trail.",156,"6 in 1 Camping Kitchen Multi-Tool with Carrying Case and Bottle Opener","6-in-1 camping kitchen multi-tool with a knife, fork, spoon, and bottle opener in a case.",1,0,ok
9511369113900,"Elastic Shock Cord Natural Rubber 30 Feet 3mm Diameter, Black",(blank),Survival/Camping,,"30-foot natural rubber shock cord, 3mm thick, that stretches to absorb shock. Tie down tarps, gear, boats, or kayaks, or replace broken cordage in a pinch.",155,"Elastic Shock Cord Natural Rubber 30 Feet 3mm Diameter, Black","30-foot black natural rubber elastic shock cord, 3mm diameter, for tie-downs.",1,0,ok
9512943649068,"55pc Compact Travel First Aid Kit in Resealable Bag",Survival/Camping,Survival/Camping,,"55-piece compact first aid kit with adhesive bandages, gauze pads, sting-relief wipes, and a soap wipe in a resealable bag. Pocket-sized for travel and camping.",160,"55 piece travel first aid kit for emergency injuries","55-piece compact travel first aid kit with bandages and wipes in a resealable bag.",1,0,ok
9512958918956,"3pc Reusable Camping Cutlery Plastic Utensils Set",Survival/Camping,Survival/Camping,,"Reusable 3-piece camping cutlery set with a knife, fork, and spoon on a carabiner. Sturdy plastic flatware that clips to your pack for hiking and backpacking.",158,"re usable reusable camping cutlery plastic utensils","3-piece reusable plastic camping cutlery set with a knife, fork, and spoon on a carabiner.",1,0,ok
9512966947116,"3-in-1 Waterproof Match Container - Fire Starter Flint, Signal Mirror & Dry Storage Capsule (2 Colors)",Survival/Camping,Survival/Camping,,"3-in-1 waterproof match container with a flint fire starter and signal mirror. Keeps matches and small survival gear dry and ready in rain or rough conditions.",159,"waterproof match stick storage container","3-in-1 waterproof match container with a flint fire starter and signal mirror.",1,0,ok
9512972353836,"Multi-Function Key Chain Knife Tool",(blank),Survival/Camping,,"Compact keychain multi-tool that works as a knife, screwdriver, and can or bottle opener. Stainless steel, 4.75-inch open, with a built-in keychain ring.",153,"multi function key chain knife tool","Stainless steel keychain multi-tool knife with a screwdriver and bottle opener.",1,0,ok
9512980218156,"Fishing Fillet Knife Hard Sheath and Floating Handle, 6 inch Blade",(blank),Fishing,,"Fishing fillet knife with a 6-inch blade and an 11-inch floating handle that wont sink if dropped. Ergonomic grip and a clip-on black sheath for the water.",155,"Fish fillet knife with sheath","Fishing fillet knife with a 6-inch blade, floating handle, and black sheath.",1,1,ok
9512984052012,"7 Function Small Pocket Camping Utensil Flatware, Spoon Fork Knife",Survival/Camping,Survival/Camping,,"7-function pocket camping utensil with a fork, spoon, knife, can and bottle opener, corkscrew, and tent reamer. Compact 4-inch tool with a belt-loop case.",154,"7 function small pocket utensil flatware spoon fork knife camping","7-function pocket camping utensil with a fork, spoon, knife, and openers in a case.",1,1,ok
9512996602156,"Insulated Stainless Steel Coffee Mug with Travel Splash Guard Lid, 7.4oz",Survival/Camping,Survival/Camping,,"Insulated 7.4oz stainless steel coffee mug with a double wall and splash-guard travel lid. Collapsible handle folds flat to pack for commuting or the trail.",156,"insulated coffee mug for travel with splash guard lid","Insulated 7.4oz stainless steel coffee mug with a splash-guard lid and collapsible handle.",1,0,ok
9513002959148,"Stainless Steel Camping Utensil Set - Clip Together Knife Fork Spoon with Can Opener",Survival/Camping,Survival/Camping,,"Stainless steel camping utensil set with a knife, fork, and spoon that clip together with a can opener. Compact, packable cutlery for backpacking and kits.",155,"3 piece camping utencil multitool for camping dinners","Stainless steel camping utensil set with a knife, fork, spoon, and can opener that clip together.",1,0,ok
9513008824620,"6mm Water Bottle Holder with Blue Aluminum Carabiner Attachment",(blank),Survival/Camping,,"Slip-on water bottle holder with an aluminum carabiner and nylon strap. Clip a bottle to your pack or belt for hands-free carry while hiking and camping.",153,"keychain water bottle holder cap carabiner attachment","Slip-on water bottle holder with an aluminum carabiner and nylon strap.",1,1,ok
9513012789548,"Folding Collapsible Pet Travel Food Bowl Dish",(blank),Survival/Camping,,"Collapsible pet travel bowl for food or water, with a leak-proof waterproof lining. Folds flat and clips to a leash or pack for camping, hiking, and road trips.",160,"pet food bowl dog travel bowl folding colapsible bowl for easy transportation and packing","Collapsible pet travel food and water bowl with a leak-proof lining and clip.",1,0,ok
9513024946476,"100pc Portable Dry Sack First Aid Kit Dry Emergency Preparedness Items Survival Gear",(blank),Survival/Camping,,"100-piece first aid and emergency kit in a dry sack, with bandages, wound-cleaning wipes, burn gel, a CPR mask, and tools. Ready for car, camp, or pack.",152,"survival first aid kit solo hiking or backpacking","100-piece first aid and emergency kit in a waterproof dry sack.",1,0,ok
9513038381356,"Clear Waterproof All Purpose Storage Container, Hiking and Camping Gear, 5.5 Inch",(blank),Survival/Camping,,"Waterproof 5.5-inch storage container with an O-ring seal tested for full submersion. Clear hard case keeps cards, keys, cash, and medicine dry on the trail.",157,"waterproof storage container clear","Clear waterproof 5.5-inch storage container with an O-ring seal for hiking and camping.",1,0,ok
9513041494316,"5 Gallon Bucket Portable Toilet Seat",Survival/Camping,Survival/Camping,,"Snap-on portable toilet seat with lid for a 5-gallon bucket (not included). Durable polypropylene for comfortable backcountry camping, boating, and emergencies.",160,"traveling, camping or anywhere else where you need a portable toilet seat for a 5 gallon bucket","Snap-on portable toilet seat with lid for a 5-gallon bucket.",1,0,ok
9513050702124,"Survival 7 in 1 Multitool with Whistle Compass LED Flashlight",(blank),Survival/Camping,,"7-in-1 survival multitool with a compass, whistle, LED flashlight, signal mirror, thermometer, and magnifier. Compact safety gear for camping and teaching kids.",160,"7 in 1 survival necklace whistle, flashlight, mirror, storage compartment, compass","7-in-1 survival multitool with a compass, whistle, LED flashlight, and magnifier.",1,1,ok
9513054404908,"Extendable Marshmallow Toaster BBQ Fork - 35.5""",Survival/Camping,Survival/Camping,,"Extendable stainless steel marshmallow and BBQ fork with a 35.5-inch reach that collapses to 11-inch. Rubber-dipped handle and prong covers for campfires.",154,"heavy Duty stainless steel marshmallow stick poker","Extendable stainless steel marshmallow and BBQ fork reaching 35.5 inches.",1,1,ok
9513065218348,"3 in 1 Flint Fire Starter Whistle - Black",Survival/Camping,Survival/Camping,,"3-in-1 flint fire starter with a built-in emergency whistle and key ring. Ergonomic striker grip makes sparks easy to throw for camping and survival kits.",154,"3 in 1 flint and steel starter pack with whistle","Black 3-in-1 flint fire starter with a built-in whistle and key ring.",1,0,ok
9513105228076,"High Visibility Emergency Glow Stick Safety Light, 1pk",(blank),Survival/Camping,,"Emergency glow stick that lights instantly with a snap and shake, glowing up to 12 hours. Compact 6-inch high-visibility light for any emergency or camping kit.",160,"emergency glow sticks bright yellow for being more visible during the night","6-inch high-visibility emergency glow stick light for emergency kits.",1,1,ok
9513115287852,"Fire Stick Starter Survival Tool with Keychain and Compass",Survival/Camping,Survival/Camping,,"Match-style fire stick starter with a built-in compass and keychain. Refillable with lighter fluid for thousands of strikes, pocket survival gear for the trail.",160,"gasoline firestarter soaked in gas easy to use fire starter","Match-style fire stick starter survival tool with a keychain and built-in compass.",1,0,ok
9513170108716,"12pk Water Resistant Non Toxic Slow Burning Tinder Sticks Camping Gear",Survival/Camping,Survival/Camping,,"12-pack of water-resistant tinder sticks that burn slow, about five minutes each, to start a campfire fast. Pocket-sized fire-starting gear for any bugout bag.",159,"slow burning tinder sticks long lasting","12-pack of water-resistant slow-burning tinder sticks for starting campfires.",1,0,ok
9513182429484,"3 in 1 Hiking Camping Survival Multi Tool Fire Starter Pocket Knife",Survival/Camping,Survival/Camping,,"3-in-1 survival pocket knife with a built-in fire starter and emergency whistle. Cut rope, prep fish, and signal for help, compact gear for any survival kit.",157,"3 in 1 camping survival multitool that has a fire starter and knife","3-in-1 survival pocket knife with a built-in fire starter and emergency whistle.",1,0,ok
9513188688172,"Survival Mylar Extreme Emergency Blanket, Orange",(blank),Survival/Camping,,"Heavy-duty 83 x 51-inch Mylar emergency blanket that reflects body heat to keep you warm. Tear-, flame-, wind-, and water-resistant in orange.",142,"emergency thermal blanket made of mylar which reflects heat keeping you warm","Orange Mylar emergency blanket, 83 x 51 inches, that reflects body heat.",1,1,ok
9513197666604,"38pc Compact Survival Kit in Illuminated Dry Box",Survival/Camping,Survival/Camping,,"38-piece survival kit in a waterproof dry box, with a flashlight, compass, fire starter, knife, ponchos, and hand warmers. Ready for car or campsite.",149,"An array of emergency preparedness items including a black illuminated dry box, a flashlight, a mini compass, a fire starter, a pocket knife, a first aid kit in a resealable bag, and various other survival tools.","38-piece compact survival kit in a waterproof illuminated dry box.",1,0,ok
9513212182828,"14 in 1 Stainless Steel ECD Utility Multitool Pocket Knife with Carry Pouch",Survival/Camping,Survival/Camping,,"14-in-1 stainless steel multitool pocket knife with a blade, saw, scissors, fish scaler, and can opener. Wont rust and includes a carry pouch for the outdoors.",159,"17 tools in one pocket knife multitool saw scissors bottle opener screwdriver philips","14-in-1 stainless steel multitool pocket knife with a carry pouch.",1,0,ok
9513216540972,"Emergency Outdoor Winter Blanket Insulated Thermal Reflector 4 Pack",(blank),Survival/Camping,,"Four-pack of insulated emergency thermal blankets that reflect body heat. Each is 84 x 52-inch and packs tiny, flame-, wind-, and water-resistant.",146,"Winter Thermal Blanket Reflective Heat survival","4-pack of insulated thermal emergency reflector blankets for outdoor kits.",1,0,ok
9513231810860,"Illuminated Dry Box Detachable Lid Large Waterproof Storage Case",(blank),Survival/Camping,,"Large waterproof dry box with a detachable lid and removable COB light. Keeps phones, batteries, and emergency supplies dry in the car, kayak, or boat.",151,"Waterproof Storage Box Ammo Box","Large waterproof dry box with a detachable lid and removable COB light.",1,0,ok
9516197249324,"Waterproof Notebook with Pencil",(blank),Survival/Camping,,"Waterproof notebook with 50 tear- and smudge-proof sheets and a pencil. Wire-O bound to take notes in any weather while camping, hiking, or working outdoors.",157,"waterproof notebook water resistant paper","Waterproof pocket notebook with tear-proof pages and a pencil.",1,0,ok
9516211142956,"Buckshot Knives Camping Axe Hatchet - Black Steel with Cord Cutter",Survival/Camping,Survival/Camping,,"Compact camping hatchet with a 10-inch black steel build and a 4-inch blade. Includes a nylon sheath and cord cutter for chopping and trail tasks.",146,"buckshot camping axe a one handed paracord axe","Black steel camping axe hatchet with a 4-inch blade, nylon sheath, and cord cutter.",1,1,ok
9516216516908,"Survival Hatchet with Hammer and Pry Bar, Multi-Tool",(blank),Survival/Camping,,"3-in-1 survival hatchet that works as a hammer and pry bar, forged from a single piece of tough steel. 12.5-inch length with a comfortable grip for camp.",153,"Survival hatchet one handed axe with pry bar","Black 3-in-1 survival hatchet with a hammer and pry bar, 12.5 inches long.",1,1,ok
9516221989164,"Full Tang Tanto Survival Knife with Fire Starter, 7 inch, Serrated Spine, Black and Green",Survival/Camping,Survival/Camping,,"Full-tang 7-inch tanto survival knife in 440 stainless with a serrated spine and paracord-wrapped handle. Includes a fire starter and nylon belt sheath.",152,"Small paracord blade with fire starter flint survival knife","Full-tang 7-inch tanto survival knife with a serrated spine and paracord handle, in black and green.",1,0,ok
9516229722412,"Solid Titanium Ice Pick, 9.25""",Survival/Camping,Survival/Camping,,"Solid titanium ice pick milled from a 6AL4V rod, tough, rust-proof, and non-magnetic at just 1.68 ounces. A 9.25-inch EDC tactical tool with a scalloped grip.",158,"titanium ice pick for climbing ice sculping or tundra rock climbing","Solid titanium ice pick, 9.25 inches, with a scalloped non-magnetic handle.",1,0,ok
9516236144940,"400lb Neodymium Magnet Fishing Kit with Paracord for Retrieving Lost Treasure",(blank),Fishing,,"Magnet fishing kit with a 400lb-pull neodymium magnet, 60 feet of 550 paracord, and a stainless locking snap hook. Retrieve metal and lost treasure.",148,"magnet fishing kit for beginners paracord rope carabiner and magnet","Magnet fishing kit with a 400lb neodymium magnet, paracord, and a stainless snap hook.",1,0,ok
9516244304172,"Nylon Fishing Vest, Lightweight Outdoor Cargo Jacket, Size Large",(blank),Fishing,,"Lightweight nylon fishing and outdoor vest in size large, with adjustable side straps. Weather-resistant for fishing, hunting, and gold panning rain or shine.",158,"nylon fishing vest with several pockets and compartments  yellow and green","Lightweight nylon fishing and outdoor vest in size large with adjustable straps.",1,0,ok
9516247875884,"11 Inch Stainless Steel Full Tang Fixed Blade Knife with Guthook for Fishing or Hunting",Survival/Camping,Survival/Camping,,"11-inch full-tang fixed blade hunting knife in 440 stainless with a drop-point guthook. Ergonomic rubber handle and nylon belt sheath for fishing and hunting.",158,"11 inch hunting guthook knife for fileting fish","11-inch full-tang stainless steel fixed blade knife with a guthook and nylon sheath.",1,0,ok
9516251480364,"Grooved Angle Sharpening Stone for Fish Hooks & Blades",(blank),Fishing,,"Aluminum oxide sharpening stone with a 180-grit angled groove for fish hooks and blades. Compact with a lanyard hole to clip to your tackle or keychain.",152,"Grooved Angle Sharpening Stone for Fish Hooks & Blades","Aluminum oxide sharpening stone with an angled groove for fish hooks and blades.",1,1,ok
9516314722604,"Micro EDC Ceramic Striker Survival Gear Fire Starter (2 Colors)",Survival/Camping,Survival/Camping,,"Micro ceramic ferro rod fire starter that sparks a flame with one scratch. Wearable EDC survival gear, clip it as a zipper pull or paracord necklace.",149,"Micro EDC Ceramic Striker Survival Fire Starter - Create Sparks","Micro ceramic ferro rod fire starter that wears as a zipper pull or necklace.",1,0,ok
9516340969772,"10pk Hand Warmers, 10 Hour Protection for Camping, Skiiing, Outdoors",Survival/Camping,Survival/Camping,,"10-pack of air-activated hand warmers that last up to 10 hours at a steady 124-155F. Easy warmth for camping, skiing, and cold-weather outdoor activities.",154,"10 pack of hand warmers for outdoor use and staying warm","10-pack of air-activated hand warmers lasting up to 10 hours for cold weather.",1,0,ok
9516357517612,"Survival Candle, 48 Hour, Unscented, 4 Wick, Emergency, Survival, Indoor Outdoor, Tin",(blank),Survival/Camping,,"48-hour survival candle with four wicks for emergency light indoors or out. Burns in a portable tin for camping, blackouts, and earthquake or disaster kits.",156,"a candle that can survive 48 hours to provide light during camping or power outages","48-hour 4-wick survival candle in a portable tin for emergency light.",1,0,ok
9516362629420,"200 Lumen LED Light Clip On Cap Hiking Camping Gear (3 Colors)",(blank),Survival/Camping,,"200-lumen LED clip-on cap light that turns any baseball cap into a hands-free headlamp. Battery-powered and bright for working, hiking, and camping after dark.",159,"clip on hat clip on bill headlight for hands free lighting fishing hiking camping compatable","200-lumen LED clip-on cap light for hands-free lighting while hiking and camping.",1,0,ok
9516375277868,"Jumbo Aluminum Waterproof EDC Storage Containers with Carabiner Clip (2 Colors)",Survival/Camping,Survival/Camping,,"Jumbo aluminum waterproof EDC container with an airtight screw top, rubber seal, and carabiner clip. Keeps matches, cash, and valuables dry for camping.",152,"Waterproof aluminum storage containers that fit on your keychain","Jumbo aluminum waterproof EDC storage container with a screw top and carabiner clip.",1,0,ok
9516412109100,"100FT 7-Strand Nylon Paracord Parachute Cord",Survival/Camping,Survival/Camping,,"100 feet of 7-strand 550 paracord with a 550lb breaking strength. Build shelters, splints, slings, or rescue lines, essential survival cord for any kit.",152,"100ft paracord bundle camping survival or strong rope","100 feet of 7-strand 550 nylon paracord for survival and outdoor use.",1,0,ok
9516421677356,"9 Inch Aircraft Grade Aluminum Camping Stakes Tent Pegs",Survival/Camping,Survival/Camping,,"9-inch aircraft-grade aluminum tent stakes with a stringing eyelet and sharp tip for fast setup. Secure tents, canopies, tarps, and beach shelters with ease.",157,"military grade alumninum camping stakes to drill down your tent or canopy","9-inch aircraft-grade aluminum tent stakes with stringing eyelets for fast setup.",1,0,ok
9516431376684,"7 Inch Jumbo Aluminum Carabiner Hiking Cushion Grip (6 Colors)",(blank),Survival/Camping,,"7-inch jumbo aluminum carabiner with a 4.5-inch cushioned grip for dog walking, hiking, and camping. Clips gear to packs and belts (not rated for climbing).",156,"Black Jumbo carabiner for groceries or carrying items grip","7-inch jumbo aluminum carabiner with a cushioned grip for hiking and dog walking.",1,1,ok
9516465619244,"Southwest Navajo Style Mens Socks, 1 Pair, Assorted Colors, One Size Fits Most",Survival/Camping,Survival/Camping,,"Southwest Navajo-style mens socks in a soft polyester-spandex blend that keeps feet warm on the trail. One size fits most, in five Aztec and Navajo colors.",155,"mens socks vivid color pattern novajo style","Southwest Navajo-style mens socks in a soft polyester-spandex blend, one size.",1,0,ok
